"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CYP4B1",-4.20312605501572,5.7121344610755,-4.81701898702042,1.01220126169011e-05,0.00183306836821907,3.31331519566483
"SPP1",3.31838067763525,13.0842844180932,4.79805744626103,1.08403892915998e-05,0.00193627172565987,3.2502241631258
"ENDOU",-3.98861494530946,5.47389597560987,-4.7821009029818,1.14833665107697e-05,0.00202340021532332,3.19721209399741
"TFAP2B",-2.88872097746859,5.56557817067516,-4.77765338976232,1.16691312530324e-05,0.00202871736544386,3.18244940770644
"CLTB",-2.23389298133183,9.73980550484414,-4.77047745456501,1.19750702090058e-05,0.00205451237441088,3.15864241919894
"WIPF1",1.57447486195898,10.5591744452967,4.76217710488897,1.23387367067546e-05,0.0020710036551111,3.13112388812618
"SEMA3F",-2.10315571295245,8.91563028443646,-4.75950683015502,1.24580096375353e-05,0.0020710036551111,3.12227531217143
"LCP2",2.43993272536192,9.771195105211,4.75497708155098,1.26629222074644e-05,0.0020710036551111,3.10726974788188
"FBXW7",-2.20978514471134,8.81371570941313,-4.75402260508059,1.27065183226389e-05,0.0020710036551111,3.10410865512256
"RAPGEFL1",-4.43609678679949,5.8014898107741,-4.73827568678117,1.34473034814117e-05,0.00215589013253534,3.05199605956007
"TRIM29",-4.56629727213389,7.83159684283625,-4.73599535958572,1.35580175525652e-05,0.00215589013253534,3.04445569849972
"IL20RA",-4.22044969926445,5.2064961516081,-4.72529847661761,1.40893738304619e-05,0.00221338970331799,3.00910506349747
"PLIN1",-4.03250648692538,6.34053017678847,-4.72194973235695,1.42598624272447e-05,0.00221350412129576,2.99804532187266
"HEBP2",-1.53964297682259,11.2015747711347,-4.71136274207138,1.48122244747012e-05,0.00227219523441916,2.9631023925074
